entity:participant_id	analysis_ready_bam	analysis_ready_bam_index	analysis_ready_bam_md5	output_vcf	output_vcf_index	Phenotype	PN	POP	NO	SpecNo	Species	Site	SiteName	Lat	Long	Date	SL	Sex	EOD_FILE	Notes	set_of_unaligned_bams	stage1_gvcf	stage1_gvcf_index	unaligned_bam_list
BIK_6905						BP	BIK_6905	BIK	6905	CU-6905	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/15/09	116.5	Male	PKING_N_6905.mat					
BIK_6906						BP	BIK_6906	BIK	6906	CU-6906	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/15/09	135.5	Male	PKING_N_6906.mat					
BIK_6907						BP	BIK_6907	BIK	6907	CU-6907	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/15/09	129	Male	PKING_N_6907.mat					
BIK_6908							BIK_6908	BIK	6908	CU-6908	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	101	Juvenile / Female	PKING_N_6908.mat					
BIK_6909						BP	BIK_6909	BIK	6909	CU-6909	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	76	Juvenile / Female	PKING_N_6909.eod					
BIK_6910						BP	BIK_6910	BIK	6910	CU-6910	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	63	Juvenile / Female	PKING_N_6910.mat					
BIK_6911						BP	BIK_6911	BIK	6911	CU-6911	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	43	Juvenile / Female	PKING_N_6911.mat					
BIK_6912						BP	BIK_6912	BIK	6912	CU-6912	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	91	Juvenile / Female	PKING_N_6912.mat					
BIK_6913						BP	BIK_6913	BIK	6913	CU-6913	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	ND	ND	PKING_N_6913.mat					
BIK_6914						BP	BIK_6914	BIK	6914	CU-6914	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	67	Juvenile / Female	PKING_N_6914.mat					
BIK_6915						BP	BIK_6915	BIK	6915	CU-6915	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	69	Juvenile / Female	PKING_N_6915.mat					
BIK_6916						BP	BIK_6916	BIK	6916	CU-6916	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	ND	ND	PKING_N_6916.mat					
BIK_6917						BP	BIK_6917	BIK	6917	CU-6917	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	60	Juvenile / Female	PKING_N_6917.mat					
BIK_6918						Wobble	BIK_6918	BIK	6918	CU-6918	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	93	Juvenile / Female	PKING_N_6918.mat					
BIK_6919						Wobble	BIK_6919	BIK	6919	CU-6919	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	68	Juvenile	PKING_N_6919.mat					
BIK_6920						BP	BIK_6920	BIK	6920	CU-6920	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	80	Juvenile / Female	PKING_N_6920.mat					
BIK_6921						BP	BIK_6921	BIK	6921	CU-6921	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	115	Male	PKING_N_6921.mat					
BIK_6922						BP	BIK_6922	BIK	6922	CU-6922	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	90	Male	PKING_N_6922.mat					
BIK_6923						Wobble	BIK_6923	BIK	6923	CU-6923	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	74	Juvenile / Female	PKING_N_6923.mat					
BIK_6924						BP	BIK_6924	BIK	6924	CU-6924	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	49	Juvenile / Female	PKING_N_6924.mat					
BIK_6925						BP	BIK_6925	BIK	6925	CU-6925	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	92	Male	PKING_N_6925.mat					
BIK_6926						BP	BIK_6926	BIK	6926	CU-6926	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	89	Juvenile / Female	PKING_N_6926.mat					
BIK_6927						BP	BIK_6927	BIK	6927	CU-6927	Paramormyrops kingsleyae	2009-031	Bikagala Creek	-2.195633333	11.56141667	8/16/09	96.5	Male	PKING_N_6927.mat					
BIR_334						BP	BIR_334	BIR	334	MSU-334	Paramormyrops kingsleyae	2019-023	Biroundou Creek	-2.213013	11.4775	7/14/19	72	ND	PKING_334.mat					
BIR_336						BP	BIR_336	BIR	336	MSU-336	Paramormyrops kingsleyae	2019-023	Biroundou Creek	-2.213013	11.4775	7/14/19	79	ND	PKING_336.mat					
BIR_338						BP	BIR_338	BIR	338	MSU-338	Paramormyrops kingsleyae	2019-023	Biroundou Creek	-2.213013	11.4775	7/14/19	82	ND	PKING_338.mat					
BIR_340						BP	BIR_340	BIR	340	MSU-340	Paramormyrops kingsleyae	2019-023	Biroundou Creek	-2.213013	11.4775	7/14/19	73	ND	PKING_340.mat					
BIR_341						BP	BIR_341	BIR	341	MSU-341	Paramormyrops kingsleyae	2019-023	Biroundou Creek	-2.213013	11.4775	7/14/19	85	ND	PKING_341.mat					
BIR_342						BP	BIR_342	BIR	342	MSU-342	Paramormyrops kingsleyae	2019-023	Biroundou Creek	-2.213013	11.4775	7/14/19	74	ND	PKING_342.mat					
BIR_343						BP	BIR_343	BIR	343	MSU-343	Paramormyrops kingsleyae	2019-023	Biroundou Creek	-2.213013	11.4775	7/14/19	54	ND	PKING_343.mat					
BIR_344							BIR_344	BIR	344	MSU-344	Paramormyrops kingsleyae	2019-023	Biroundou Creek	-2.213013	11.4775	7/14/19	53	ND	PKING_344.mat					
BIR_345						BP	BIR_345	BIR	345	MSU-345	Paramormyrops kingsleyae	2019-023	Biroundou Creek	-2.213013	11.4775	7/14/19	76	ND	PKING_345.mat					
BIR_346						BP	BIR_346	BIR	346	MSU-346	Paramormyrops kingsleyae	2019-023	Biroundou Creek	-2.213013	11.4775	7/14/19	57	ND	PKING_346.mat					
BIR_348						BP	BIR_348	BIR	348	MSU-348	Paramormyrops kingsleyae	2019-023	Biroundou Creek	-2.213013	11.4775	7/14/19	82	ND	PKING_348.mat					
BIR_349						BP	BIR_349	BIR	349	MSU-349	Paramormyrops kingsleyae	2019-023	Biroundou Creek	-2.213013	11.4775	7/14/19	54	ND	PKING_349.mat					
BIR_351						BP	BIR_351	BIR	351	MSU-351	Paramormyrops kingsleyae	2019-023	Biroundou Creek	-2.213013	11.4775	7/14/19	53	ND	PKING_351.mat					
BIR_352						BP	BIR_352	BIR	352	MSU-352	Paramormyrops kingsleyae	2019-023	Biroundou Creek	-2.213013	11.4775	7/14/19	47	ND	PKING_352.mat					
BIR_357						BP	BIR_357	BIR	357	MSU-357	Paramormyrops kingsleyae	2019-023	Biroundou Creek	-2.213013	11.4775	7/14/19	50	ND	PKING_357.mat					
BIR_359						BP	BIR_359	BIR	359	MSU-359	Paramormyrops kingsleyae	2019-023	Biroundou Creek	-2.213013	11.4775	7/14/19	60	ND	PKING_359.mat					
COB_4004						BP	COB_4004	COB	4004	CU-4004	Paramormyrops kingsleyae	00-001	Mengono Creek	0.932583333	9.574316667	3/26/00	83	Male	4004.eod					
COB_4006						BP	COB_4006	COB	4006	CU-4006	Paramormyrops kingsleyae	00-001	Mengono Creek	0.932583333	9.574316667	3/26/00	77	Female	4006.eod					
COB_4018						TP	COB_4018	COB	4018	CU-4018	Paramormyrops kingsleyae	00-004	Iboundji Creek	0.870483333	9.584616667	3/27/00	118	Male	4018.eod					
COB_4019						TP	COB_4019	COB	4019	CU-4019	Paramormyrops kingsleyae	00-004	Iboundji Creek	0.870483333	9.584616667	3/27/00	128	Male	4019.eod					
COB_4027						BP	COB_4027	COB	4027	CU-4027	Paramormyrops kingsleyae	00-002	Mengono Creek	0.93365	9.574316667	3/27/00	131	Male	4027.eod					
COB_4029						BP	COB_4029	COB	4029	CU-4029	Paramormyrops kingsleyae	00-002	Mengono Creek	0.93365	9.574316667	3/27/00	93	Juvenile	4029.eod					
DOG_628						TP	DOG_628	DOG	628	MSU-628	Paramormyrops kingsleyae	2023-010	Douengui Creek	-2.357009	11.363876	6/24/23	60	Juvenile	PKING_628.mat					
DOG_629						TP	DOG_629	DOG	629	MSU-629	Paramormyrops kingsleyae	2023-010	Douengui Creek	-2.357009	11.363876	6/24/23	73	Juvenile	PKING_629.mat					
DOG_630						TP	DOG_630	DOG	630	MSU-630	Paramormyrops kingsleyae	2023-010	Douengui Creek	-2.357009	11.363876	6/24/23	69	Male	PKING_630.mat					
DOG_631						TP	DOG_631	DOG	631	MSU-631	Paramormyrops kingsleyae	2023-010	Douengui Creek	-2.357009	11.363876	6/24/23	84	Female	PKING_631.mat					
DOG_632						TP	DOG_632	DOG	632	MSU-632	Paramormyrops kingsleyae	2023-010	Douengui Creek	-2.357009	11.363876	6/24/23	58	Juvenile	PKING_632.mat					
DOG_635						TP	DOG_635	DOG	635	MSU-635	Paramormyrops kingsleyae	2023-010	Douengui Creek	-2.357009	11.363876	6/24/23	60	Juvenile	PKING_635.mat					
DOG_636						TP	DOG_636	DOG	636	MSU-636	Paramormyrops kingsleyae	2023-010	Douengui Creek	-2.357009	11.363876	6/24/23	57	Juvenile	PKING_636.mat					
DOG_637						TP	DOG_637	DOG	637	MSU-637	Paramormyrops kingsleyae	2023-010	Douengui Creek	-2.357009	11.363876	6/24/23	61	Juvenile	PKING_637.mat					
DOG_638						TP	DOG_638	DOG	638	MSU-638	Paramormyrops kingsleyae	2023-010	Douengui Creek	-2.357009	11.363876	6/24/23	92	Male*	PKING_638.mat					
DOG_639						TP	DOG_639	DOG	639	MSU-639	Paramormyrops kingsleyae	2023-010	Douengui Creek	-2.357009	11.363876	6/24/23	105	Female*	PKING_639.mat					
DOG_640						TP	DOG_640	DOG	640	MSU-640	Paramormyrops kingsleyae	2023-010	Douengui Creek	-2.357009	11.363876	6/24/23	57	Female	PKING_640.mat					
DOG_641						TP	DOG_641	DOG	641	MSU-641	Paramormyrops kingsleyae	2023-010	Douengui Creek	-2.357009	11.363876	6/24/23	80	Female	PKING_641.mat					
DOG_643						TP	DOG_643	DOG	643	MSU-643	Paramormyrops kingsleyae	2023-010	Douengui Creek	-2.357009	11.363876	6/24/23	55	Juvenile	PKING_643.mat					
DOG_647						TP	DOG_647	DOG	647	MSU-647	Paramormyrops kingsleyae	2023-010	Douengui Creek	-2.357009	11.363876	6/24/23	45	Juvenile	PKING_647.mat					
DOG_649						TP	DOG_649	DOG	649	MSU-649	Paramormyrops kingsleyae	2023-010	Douengui Creek	-2.357009	11.363876	6/24/23	55	Juvenile	PKING_649.mat					
DOV_664						TP	DOV_664	DOV	664	MSU-664	Paramormyrops kingsleyae	2023-011	Douvalou Creek	-2.322694	11.415365	6/25/23	62	Juvenile	PKING_664_NEW.mat					
DOV_665						TP	DOV_665	DOV	665	MSU-665	Paramormyrops kingsleyae	2023-011	Douvalou Creek	-2.322694	11.415365	6/25/23	66	Female	PKING_665.mat					
DOV_666						TP	DOV_666	DOV	666	MSU-666	Paramormyrops kingsleyae	2023-011	Douvalou Creek	-2.322694	11.415365	6/25/23	62	Juvenile	PKING_666.mat					
DOV_667						TP	DOV_667	DOV	667	MSU-667	Paramormyrops kingsleyae	2023-011	Douvalou Creek	-2.322694	11.415365	6/25/23	55	Juvenile	PKING_667.mat					
DOV_669						TP	DOV_669	DOV	669	MSU-669	Paramormyrops kingsleyae	2023-011	Douvalou Creek	-2.322694	11.415365	6/25/23	65	Female	PKING_669.mat					
DOV_670						TP	DOV_670	DOV	670	MSU-670	Paramormyrops kingsleyae	2023-011	Douvalou Creek	-2.322694	11.415365	6/25/23	70	Male	ND					
DOV_671						TP	DOV_671	DOV	671	MSU-671	Paramormyrops kingsleyae	2023-011	Douvalou Creek	-2.322694	11.415365	6/25/23	57	Juvenile	PKING_671.mat					
DOV_672						TP	DOV_672	DOV	672	MSU-672	Paramormyrops kingsleyae	2023-011	Douvalou Creek	-2.322694	11.415365	6/25/23	65	Juvenile	PKING_672.mat					
DOV_674						TP	DOV_674	DOV	674	MSU-674	Paramormyrops kingsleyae	2023-011	Douvalou Creek	-2.322694	11.415365	6/25/23	60	Male	PKING_674.mat					
DOV_679						TP	DOV_679	DOV	679	MSU-679	Paramormyrops kingsleyae	2023-011	Douvalou Creek	-2.322694	11.415365	6/25/23	53	Juvenile	PKING_679.mat					
DOV_680						TP	DOV_680	DOV	680	MSU-680	Paramormyrops kingsleyae	2023-011	Douvalou Creek	-2.322694	11.415365	6/25/23	60	Juvenile	PKING_680.mat					
DOV_682						TP	DOV_682	DOV	682	MSU-682	Paramormyrops kingsleyae	2023-011	Douvalou Creek	-2.322694	11.415365	6/25/23	52	Juvenile	PKING_682.mat					
DOV_683						TP	DOV_683	DOV	683	MSU-683	Paramormyrops kingsleyae	2023-011	Douvalou Creek	-2.322694	11.415365	6/25/23	52	Juvenile	PKING_683.mat					
DOV_684						TP	DOV_684	DOV	684	MSU-684	Paramormyrops kingsleyae	2023-011	Douvalou Creek	-2.322694	11.415365	6/25/23	55	Juvenile	PKING_684.mat					
DOV_687						TP	DOV_687	DOV	687	MSU-687	Paramormyrops kingsleyae	2023-011	Douvalou Creek	-2.322694	11.415365	6/25/23	56	Juvenile	PKING_687.mat					
DOV_690						TP	DOV_690	DOV	690	MSU-690	Paramormyrops kingsleyae	2023-011	Douvalou Creek	-2.322694	11.415365	6/25/23	55	Juvenile	PKING_690.mat					
IVI_4816						TP	IVI_4816	IVI	4816	CU-4816	Paramormyrops kingsleyae	01C-014	Bal� Creek	0.519166667	12.79953333	8/24/01	112	Male	4816.eod					
IVI_4832						TP	IVI_4832	IVI	4832	CU-4832	Paramormyrops kingsleyae	01C-014	Bal� Creek	0.519166667	12.79953333	8/24/01	70.5	Juvenile	4832.eod					
IVI_4834						TP	IVI_4834	IVI	4834	CU-4834	Paramormyrops kingsleyae	01C-014	Bal� Creek	0.519166667	12.79953333	8/24/01	70.5	Juvenile	4834.eod					
IVI_4893						TP	IVI_4893	IVI	4893	CU-4893	Paramormyrops kingsleyae	01C-017	Bal� Creek	0.518666667	12.80065	8/26/01	82	Female	4893.eod					
IVI_4894						TP	IVI_4894	IVI	4894	CU-4894	Paramormyrops kingsleyae	01C-017	Bal� Creek	0.518666667	12.80065	8/26/01	114	Male	4894.eod					
IVI_4895						TP	IVI_4895	IVI	4895	CU-4895	Paramormyrops kingsleyae	01C-017	Bal� Creek	0.518666667	12.80065	8/26/01	94.5	Male	4895.eod					
IVI_4896						TP	IVI_4896	IVI	4896	CU-4896	Paramormyrops kingsleyae	01C-017	Bal� Creek	0.518666667	12.80065	8/26/01	73.5	Male	4896.eod					
IVI_4897						TP	IVI_4897	IVI	4897	CU-4897	Paramormyrops kingsleyae	01C-017	Bal� Creek	0.518666667	12.80065	8/26/01	91	Female	4897.eod					
IVI_4921						TP	IVI_4921	IVI	4921	CU-4921	Paramormyrops kingsleyae	01C-018	Bal� Creek	0.518666667	12.80065	8/27/01	80.5	Juvenile / Male	4921.eod					
IVI_4925						TP	IVI_4925	IVI	4925	CU-4925	Paramormyrops kingsleyae	01C-018	Bal� Creek	0.518666667	12.80065	8/27/01	90	Female	4925.eod					
MOV_6716						TP	MOV_6716	MOV	6716	CU-6716	Paramormyrops kingsleyae	2009-022	Mouvanga Creek	-2.328033333	11.68583333	8/7/09	92.5	Juvenile / Female	6716.eod					
MOV_6717						TP	MOV_6717	MOV	6717	CU-6717	Paramormyrops kingsleyae	2009-022	Mouvanga Creek	-2.328033333	11.68583333	8/7/09	94	Juvenile / Female	6717.eod					
MOV_6718						TP	MOV_6718	MOV	6718	CU-6718	Paramormyrops kingsleyae	2009-022	Mouvanga Creek	-2.328033333	11.68583333	8/7/09	91	Juvenile / Female	6718.eod					
MOV_6719						TP	MOV_6719	MOV	6719	CU-6719	Paramormyrops kingsleyae	2009-022	Mouvanga Creek	-2.328033333	11.68583333	8/7/09	86.5	Juvenile / Female	6719.eod					
MOV_6720						TP	MOV_6720	MOV	6720	CU-6720	Paramormyrops kingsleyae	2009-022	Mouvanga Creek	-2.328033333	11.68583333	8/7/09	102	Juvenile / Female	6720.eod					
MOV_6721						TP	MOV_6721	MOV	6721	CU-6721	Paramormyrops kingsleyae	2009-022	Mouvanga Creek	-2.328033333	11.68583333	8/7/09	85	Juvenile / Female	6721.eod					
MOV_6722						TP	MOV_6722	MOV	6722	CU-6722	Paramormyrops kingsleyae	2009-022	Mouvanga Creek	-2.328033333	11.68583333	8/7/09	89	Juvenile / Female	6722.eod					
MOV_6723						TP	MOV_6723	MOV	6723	CU-6723	Paramormyrops kingsleyae	2009-022	Mouvanga Creek	-2.328033333	11.68583333	8/7/09	100	Juvenile / Female	6723.eod					
MOV_6724						TP	MOV_6724	MOV	6724	CU-6724	Paramormyrops kingsleyae	2009-022	Mouvanga Creek	-2.328033333	11.68583333	8/7/09	100	Juvenile / Female	6724.eod					
MOV_6725						TP	MOV_6725	MOV	6725	CU-6725	Paramormyrops kingsleyae	2009-022	Mouvanga Creek	-2.328033333	11.68583333	8/7/09	103	Male	6725.eod					
PCUR_530						BP	PCUR_530	PCUR	530	MSU-530	Paramormyrops curvifrons	2019-027	Ivindo River	0.521323	12.823525	7/26/19	148	Male	PCURV_530.mat					
PCUR_533						BP	PCUR_533	PCUR	533	MSU-533	Paramormyrops curvifrons	2019-027	Ivindo River	0.521323	12.823525	7/26/19	112	ND	PCURV_533.mat					
PCUR_535						BP	PCUR_535	PCUR	535	MSU-535	Paramormyrops curvifrons	2019-027	Ivindo River	0.521323	12.823525	7/26/19	101	ND	PCURV_535.mat					
PCUR_537						BP	PCUR_537	PCUR	537	MSU-537	Paramormyrops curvifrons	2019-027	Ivindo River	0.521323	12.823525	7/26/19	95	ND	PCURV_537.mat					
PCUR_538						BP	PCUR_538	PCUR	538	MSU-538	Paramormyrops curvifrons	2019-027	Ivindo River	0.521323	12.823525	7/26/19	109	ND	PCURV_538.mat					
PGAB_3980						BP	PGAB_3980	PGAB	3980	CU-3980	Paramormyrops gabonensis	99-108	Deghe Creek	2.29425	11.55308333	9/4/99	119	Male	PARA3980.EOD					
PGAB_3981						BP	PGAB_3981	PGAB	3981	CU-3981	Paramormyrops gabonensis	99-108	Deghe Creek	2.29425	11.55308333	9/4/99	107	Female	PARA3981.EOD					
PGAB_4000						BP	PGAB_4000	PGAB	4000	CU-4000	Paramormyrops gabonensis	99-110	Deghe Creek	2.298055556	11.55011111	9/5/99	85	Female	PARA4000.EOD					
PGAB_5509						BP	PGAB_5509	PGAB	5509	CU-5509	Paramormyrops gabonensis	JPS-02-04	Ivindo River	0.52102	12.82749	10/27/02	ND	ND	PARA5509.EOD					
PHOP_2251						BP	PHOP_2251	PHOP	2251	CU-2251	Paramormyrops hopkinsi	98-064	Ivindo River	1.181416667	13.10938889	1/27/98	147	Male	BH2251.EOD					
PHOP_447						BP	PHOP_447	PHOP	447	MSU-447	Paramormyrops hopkinsi	2019-026	Bal� Creek	0.519118	12.799473	7/22/19	60	Juvenile	PHOPK_447.mat					
PHOP_505						BP	PHOP_505	PHOP	505	MSU-505	Paramormyrops hopkinsi	2019-026	Bal� Creek	0.519118	12.799473	7/24/19	72	ND	PHOPK_505.mat					
PHOP_5511						BP	PHOP_5511	PHOP	5511	CU-5511	Paramormyrops hopkinsi	JPS-02-04	Ivindo River	0.52102	12.82749	10/27/02	ND	ND	BHOP5511.EOD					
PMAG_371						TYPE_II	PMAG_371	PMAG	371	MSU-371	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	59	ND	PMAGN_371.mat					
PMAG_372						TYPE_II	PMAG_372	PMAG	372	MSU-372	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	80	ND	PMAGN_372.mat					
PMAG_373						TYPE_II	PMAG_373	PMAG	373	MSU-373	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	87	ND	PMAGN_373.mat					
PMAG_375						TYPE_II	PMAG_375	PMAG	375	MSU-375	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	74	ND	PMAGN_375.mat					
PMAG_376						TYPE_II	PMAG_376	PMAG	376	MSU-376	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	79	ND	PMAGN_376.mat					
PMAG_377						TYPE_II	PMAG_377	PMAG	377	MSU-377	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	68	ND	PMAGN_377.mat					
PMAG_378						TYPE_II	PMAG_378	PMAG	378	MSU-378	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	82	ND	PMAGN_378.mat					
PMAG_379						TYPE_I	PMAG_379	PMAG	379	MSU-379	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	88	ND	PMAGN_379.mat					
PMAG_380						TYPE_II	PMAG_380	PMAG	380	MSU-380	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	50	ND	PMAGN_380.mat					
PMAG_381						TYPE_II	PMAG_381	PMAG	381	MSU-381	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	65	ND	PMAGN_381.mat					
PMAG_394						TYPE_II	PMAG_394	PMAG	394	MSU-394	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	61	ND	PMAGN_394.mat					
PMAG_396						TYPE_I	PMAG_396	PMAG	396	MSU-396	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	74	ND	PMAGN_396.mat					
PMAG_397						TYPE_I	PMAG_397	PMAG	397	MSU-397	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	76	ND	PMAGN_397.mat					
PMAG_398						TYPE_I	PMAG_398	PMAG	398	MSU-398	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	82	ND	PMAGN_398.mat					
PMAG_399						TYPE_I	PMAG_399	PMAG	399	MSU-399	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	88	ND	PMAGN_399.mat					
PMAG_400						TYPE_I	PMAG_400	PMAG	400	MSU-400	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	80	ND	PMAGN_400.mat					
PMAG_401						TYPE_I	PMAG_401	PMAG	401	MSU-401	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	60	ND	PMAGN_401.mat					
PMAG_402						TYPE_I	PMAG_402	PMAG	402	MSU-402	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	52	ND	PMAGN_402.mat					
PMAG_403						TYPE_I	PMAG_403	PMAG	403	MSU-403	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	48	ND	PMAGN_403.mat					
PMAG_404						TYPE_I	PMAG_404	PMAG	404	MSU-404	Paramormyrops magnostipes	2019-024	Mouvanga Creek	-2.327829	11.685787	7/15/19	51	ND	PMAGN_404.mat					
PPAR_3458						BP	PPAR_3458	PPAR	3458	CU-3458	Paramormyrops parsegnis	99-078	L�ui; L�knje	-1.352638889	13.77269444	8/7/99	64	Female	BPAR3458.EOD					
PPAR_3461						BP	PPAR_3461	PPAR	3461	CU-3461	Paramormyrops parsegnis	99-078	L�ui; L�knje	-1.352638889	13.77269444	8/7/99	80	Female	BPAR3461.EOD					
PPAR_3462						BP	PPAR_3462	PPAR	3462	CU-3462	Paramormyrops parsegnis	99-078	L�ui; L�knje	-1.352638889	13.77269444	8/7/99	74	Female	BPAR3462.EOD					
PPAR_3498						BP	PPAR_3498	PPAR	3498	CU-3498	Paramormyrops parsegnis	99-078	L�ui; L�knje	-1.352638889	13.77269444	8/7/99	82	Male	BPAR3498.EOD					
PPAR_3506						BP	PPAR_3506	PPAR	3506	CU-3506	Paramormyrops parsegnis	99-078	L�ui; L�knje	-1.352638889	13.77269444	8/7/99	85	Male	BPAR3506.EOD					
PPAR_3507						BP	PPAR_3507	PPAR	3507	CU-3507	Paramormyrops parsegnis	99-078	L�ui; L�knje	-1.352638889	13.77269444	8/7/99	84	Female	BPAR3507.EOD					
PPAR_3508						BP	PPAR_3508	PPAR	3508	CU-3508	Paramormyrops parsegnis	99-078	L�ui; L�knje	-1.352638889	13.77269444	8/7/99	70	Female	BPAR3508.EOD					
PSZA_433						TP	PSZA_433	PSZA	433	MSU-433	Paramormyrops szaboi	2019-026	Bal� Creek	0.519118	12.799473	7/22/19	92	Female	PSZAB_433.mat					
PSZA_434						TP	PSZA_434	PSZA	434	MSU-434	Paramormyrops szaboi	2019-026	Bal� Creek	0.519118	12.799473	7/22/19	92	Male	PSZAB_434.mat					
PSZA_450						TP	PSZA_450	PSZA	450	MSU-450	Paramormyrops szaboi	2019-026	Bal� Creek	0.519118	12.799473	7/22/19	86	Male	PSZAB_450.mat					
PSZA_451						TP	PSZA_451	PSZA	451	MSU-451	Paramormyrops szaboi	2019-026	Bal� Creek	0.519118	12.799473	7/22/19	63	Female*	PSZAB_451.mat					
PSZA_452						TP	PSZA_452	PSZA	452	MSU-452	Paramormyrops szaboi	2019-026	Bal� Creek	0.519118	12.799473	7/22/19	71	Female*	PSZAB_452.mat					
PSZA_453						TP	PSZA_453	PSZA	453	MSU-453	Paramormyrops szaboi	2019-026	Bal� Creek	0.519118	12.799473	7/22/19	72	Juvenile	PSZAB_453.mat					
PSZA_454						TP	PSZA_454	PSZA	454	MSU-454	Paramormyrops szaboi	2019-026	Bal� Creek	0.519118	12.799473	7/22/19	70	Juvenile	PSZAB_454.mat					
PSZA_455						BP	PSZA_455	PHOP	455	MSU-455	Paramormyrops hopkinsi	2019-026	Bal� Creek	0.519118	12.799473	7/22/19	54	Juvenile	PHOPK_455.mat					
PSZA_456						TP	PSZA_456	PSZA	456	MSU-456	Paramormyrops szaboi	2019-026	Bal� Creek	0.519118	12.799473	7/22/19	78	Female*	PSZAB_456.mat					
PSZA_457						TP	PSZA_457	PSZA	457	MSU-457	Paramormyrops szaboi	2019-026	Bal� Creek	0.519118	12.799473	7/22/19	70	Juvenile	PSZAB_457.mat					
PSZA_458						TP	PSZA_458	PSZA	458	MSU-458	Paramormyrops szaboi	2019-026	Bal� Creek	0.519118	12.799473	7/22/19	76	Female*	PSZAB_458.mat					
PSZA_459						TP	PSZA_459	PSZA	459	MSU-459	Paramormyrops szaboi	2019-026	Bal� Creek	0.519118	12.799473	7/22/19	69	Female*	PSZAB_459.mat					
PVAD_521						TP	PVAD_521	PVAD	521	MSU-521	Paramormyrops vadamans	2019-029	Bal� Creek	0	0	7/26/19	100	Male	PVADE_521.mat					
PVAD_5505						TP	PVAD_5505	PVAD	5505	CU-5505	Paramormyrops vadamans	JPS-02-03	Bal� Creek	0.51719	12.78905	10/26/02	66	Female	BVAD5505 2.EOD					
